"file","row_key","column","value","r2","r3","r4"
"co_exclusionary_measure_comparison.csv","ZB_pooled3_pct_res_low | res_low | FALSE | z_pct_res_low","std.error",0.0506080002080955,0.05,0.051,0.0506
"co_exclusionary_measure_comparison.csv","ZD_persistence_reslow | res_low | FALSE | z_pct_res_low","std.error",0.0304137776363752,0.03,0.03,0.0304
"co_exclusionary_measure_comparison.csv","ZD_res_seg_pct_res_low | res_low | FALSE | z_pct_res_low","std.error",0.0439453050645419,0.04,0.044,0.0439
"co_exclusionary_measure_comparison.csv","ZD_wexp_pct_res_low | res_low | FALSE | z_pct_res_low","std.error",0.0384343653529466,0.04,0.038,0.0384
"co_exclusionary_measure_comparison.csv","ZM_interact_eff_n_dest | res_low | FALSE | z_pct_res_low","std.error",0.0432619060370249,0.04,0.043,0.0433
"co_exclusionary_measure_comparison.csv","ZM_interact_jobs_housing_ratio | res_low | FALSE | z_pct_res_low","std.error",0.01880706990005,0.02,0.019,0.0188
"co_exclusionary_measure_comparison.csv","ZM_interact_mean_dist_km | res_low | FALSE | z_pct_res_low","std.error",0.0485530886096368,0.05,0.049,0.0486
"co_exclusionary_measure_comparison.csv","ZM_interact_pct_same_tract | res_low | FALSE | z_pct_res_low","std.error",0.039635856784156,0.04,0.04,0.0396
"co_exclusionary_measure_comparison.csv","ZM_zoning_eff_n_dest | res_low | FALSE | z_pct_res_low","std.error",0.0422156374446955,0.04,0.042,0.0422
"co_exclusionary_measure_comparison.csv","ZM_zoning_jobs_housing_ratio | res_low | FALSE | z_pct_res_low","std.error",0.0105156569181881,0.01,0.011,0.0105
"co_exclusionary_measure_comparison.csv","ZM_zoning_mean_dist_km | res_low | FALSE | z_pct_res_low","std.error",0.048099052964157,0.05,0.048,0.0481
"co_exclusionary_measure_comparison.csv","ZM_zoning_pct_same_tract | res_low | FALSE | z_pct_res_low","std.error",0.0394928072050212,0.04,0.039,0.0395
"co_exclusionary_measure_comparison.csv","ZA_college_lesshs_pct_reslow_of_res | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.0479047942237039,0.05,0.048,0.0479
"co_exclusionary_measure_comparison.csv","ZA_hisp_nonhisp_pct_reslow_of_res | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.0337869994781312,0.03,0.034,0.0338
"co_exclusionary_measure_comparison.csv","ZA_nodens_whiteblack_pct_reslow_of_res | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.0598102490330419,0.06,0.06,0.0598
"co_exclusionary_measure_comparison.csv","ZA_whiteblack_pct_reslow_of_res | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.0341267528934588,0.03,0.034,0.0341
"co_exclusionary_measure_comparison.csv","ZB_aspatial_pct_reslow_of_res | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.0314523302834527,0.03,0.031,0.0315
"co_exclusionary_measure_comparison.csv","ZB_cov50_pct_reslow_of_res | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.0306184229010697,0.03,0.031,0.0306
"co_exclusionary_measure_comparison.csv","ZB_horserace_exclusionary | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.102125822430423,0.1,0.102,0.1021
"co_exclusionary_measure_comparison.csv","ZB_mincomm50_pct_reslow_of_res | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.0305989642082184,0.03,0.031,0.0306
"co_exclusionary_measure_comparison.csv","ZB_mod_college_lesshs_pct_reslow_of_res | reslow_of_res | FALSE | z_pct_reslow_of_res","std.error",0.0197432114392714,0.02,0.02,0.0197
