"tercile","n","matched_access_low","matched_access_high","low_over_high"
1,219,1.22934524823701,1.28720993444633,0.955046426646628
2,219,1.11151035311509,1.09290002938575,1.01702838615513
3,218,0.899650662722082,0.870263350460852,1.03376829811995
