"estimate","std.error","statistic","p.value","term","model_id","n_obs","pct_of_naive"
0.333207567186429,0.0663305897014393,5.02343743190328,3.15901067444759e-05,"z_d_whiteblack_rac_half:z_pct_reslow_of_res","ALT_whiteblack_naive",646,NA
0.102464881345509,0.046909861480522,2.18429298470759,0.0381513698705084,"z_d_whiteblack_rac_half:z_pct_reslow_of_res","ALT_whiteblack_position",646,30.7510667331814
0.305751525293923,0.0714671682531794,4.27820959983707,0.000225606212391255,"z_d_hisp_nonhisp_rac_half:z_pct_reslow_of_res","ALT_hisp_nonhisp_naive",646,NA
0.138300006439122,0.0516784398323556,2.67616450666401,0.0127181401092118,"z_d_hisp_nonhisp_rac_half:z_pct_reslow_of_res","ALT_hisp_nonhisp_position",646,45.2328099773736
0.345260262186715,0.0515621853452921,6.69599746160176,4.19094962317454e-07,"z_d_college_lesshs_rac_half:z_pct_reslow_of_res","ALT_college_lesshs_naive",646,NA
0.13203944995763,0.052549254211579,2.51267980751924,0.0185178245163028,"z_d_college_lesshs_rac_half:z_pct_reslow_of_res","ALT_college_lesshs_position",646,38.2434541181643
