"variable","cor_with_pct_adu_res"
"dist_cbd_km",0.0880594801788073
"log_jobs_grav",-0.16725199033452
"log_worker_density_rac",-0.159906342488143
"pct_reslow_of_res",0.0536275694816214
"income_percapita_k",-0.078838366876789
