"zoning","estimate_A_total","estimate_B_plus_regional_position","estimate_C_plus_local_jobsurface","p.value_A_total","p.value_B_plus_regional_position","p.value_C_plus_local_jobsurface","pct_of_baseline_remaining_position","pct_of_baseline_remaining_all"
"pct_reslow_of_res",0.333207567186429,0.102464881345509,0.021688240234299,3.15901067444759e-05,0.0381513698705084,0.319309937842083,30.7510667331814,6.50892787862904
"pct_res_low",0.187297099487102,0.0975678136412933,0.0482496434107863,0.128635596482588,0.0441141209750004,2.42563861136997e-07,52.0925384901714,25.7610200814182
"pct_adu_res",0.340259860586034,0.106390994974075,0.0326482823456007,1.72817995106693e-05,0.0305976476051356,0.0806665207834296,31.2675714352073,9.59510248707272
"zoning_entropy",-0.223676400780663,-0.0628286224944006,-0.00988554829506105,9.43208552913667e-05,0.0534383597511812,0.404366230805329,28.0890707625479,4.41957589650006
"pct_job_zone",-0.325442181331295,-0.1305087688419,-0.0750264374161513,6.63440841846273e-07,0.146847793743549,0.0685861632382343,40.1019831873128,23.05369178305
