"statistic","value"
"tract_A","08005006864"
"res_seg_A","0.166416255382303"
"wexp_A","0.0204785043630302"
"tract_B","08059012058"
"res_seg_B","0.16762569964751"
"wexp_B","0.0633916947300775"
"wexp_ratio_B_over_A","3.09552365770024"
"n_candidate_tracts","250"
