"tercile","n","pct_to_empctr","dest_cbd_km","dest_lowwage_share","dest_ind_entropy","dest_log10_jobs","pct_primary_jur"
1,219,23.2174631727357,15.1504260118123,10.3747291440105,0.646254077836274,3.69030177304241,36.9164762506685
2,219,20.3744011141466,16.3518657919151,10.7611732036182,0.647244158188454,3.65626231961322,30.0554723695481
3,218,20.4552548368565,17.834125076861,10.7184464772739,0.649283903323879,3.65009351669618,27.1056214744213
