"zoning","interaction_sd","slope_lo_sd","slope_hi_sd","slope_lo_native","slope_hi_native","pct_of_mean_lo","pct_of_mean_hi"
"pct_reslow_of_res",0.102464881345509,-0.120376836531333,0.0845529261596844,-0.0185870788589608,0.0130556006584944,-3.56552738081914,2.50443342787349
"zoning_entropy",-0.0628286224944006,0.0973968768693923,-0.028260368119409,0.0150388021745087,-0.00436361102313891,2.88486756497955,-0.837064000228591
"pct_job_zone",-0.1305087688419,0.168167706166137,-0.0928498315176628,0.0259663445735005,-0.0143367045537104,4.98107923569528,-2.75018538549564
"pct_adu_res",0.106235537996784,-0.109444255299504,0.103026820694065,-0.0168990070060748,0.0159081073735489,-3.24170745957565,3.05162488671825
