"estimate","std.error","statistic","p.value","term","model_id","n_obs"
0.140108954935934,0.0450809857474415,3.1079390260202,0.00452162704595132,"z_pct_reslow_of_res","MM_mismatch_earn_naive",630
0.133349042779056,0.0438050523099918,3.04414755255617,0.00528587648864951,"z_pct_reslow_of_res","MM_mismatch_earn_position",630
-0.0224837821240885,0.0283832696002498,-0.792149123083785,0.435442137492728,"z_pct_reslow_of_res","MM_mismatch_ind_naive",630
-0.014895465107175,0.0295411115032128,-0.504228322808878,0.618347388194736,"z_pct_reslow_of_res","MM_mismatch_ind_position",630
