"estimate","std.error","statistic","p.value","term","conf.low","conf.high","model_id","n_obs"
-0.108793221326579,0.0908547942362126,-1.19744062205158,0.241938316829736,"z_pct_reslow_of_res",-0.286868618029556,0.0692821753763977,"GA_dist_earn_pct_reslow_of_res",648
0.0952980703516137,0.029458971906404,3.23494216479758,0.00330336774302788,"z_pct_black_rac",0.0375584854150618,0.153037655288166,"GA_dist_earn_pct_reslow_of_res",648
-0.184232308741452,0.0703756550213552,-2.61784147778869,0.0145584456328498,"z_pct_lowincome_rac",-0.322168592583308,-0.0462960248995955,"GA_dist_earn_pct_reslow_of_res",648
0.257356352106831,0.0728688482231337,3.5317746661615,0.00156453529773131,"z_log_worker_density_rac",0.114533409589489,0.400179294624173,"GA_dist_earn_pct_reslow_of_res",648
-0.353661908978157,0.18098787230044,-1.95406412862337,0.0615296370151512,"z_income_percapita_k",-0.70839813868702,0.00107432073070612,"GA_dist_earn_pct_reslow_of_res",648
0.350376051133842,0.17193325885108,2.03786081573269,0.0518585451814964,"z_income_percapita_k_sq",0.0133868637857245,0.687365238481959,"GA_dist_earn_pct_reslow_of_res",648
-0.16230400205415,0.0991569441099882,-1.6368394922913,0.11371287846251,"z_pct_reslow_of_res",-0.356651612509727,0.0320436084014266,"GA_nodens_dist_earn_pct_reslow_of_res",648
0.0785559931156841,0.0408506666563407,1.92300394450211,0.0654971466436525,"z_pct_black_rac",-0.00151131353074366,0.158623299762112,"GA_nodens_dist_earn_pct_reslow_of_res",648
-0.266426329389329,0.0659516004584282,-4.03972500344806,0.000421469457129874,"z_pct_lowincome_rac",-0.395691466287849,-0.13716119249081,"GA_nodens_dist_earn_pct_reslow_of_res",648
-0.499295350015571,0.217110734806885,-2.29972668306651,0.0297451596580508,"z_income_percapita_k",-0.924832390237066,-0.0737583097940763,"GA_nodens_dist_earn_pct_reslow_of_res",648
0.422984498000569,0.185941204651203,2.27482928699974,0.0314011848577382,"z_income_percapita_k_sq",0.0585397368842115,0.787429259116926,"GA_nodens_dist_earn_pct_reslow_of_res",648
-0.0261308532385087,0.0331054696203306,-0.789321327810475,0.437063520946811,"z_pct_adu_res",-0.0910175736943566,0.0387558672173392,"GA_dist_earn_pct_adu_res",644
0.142162199647045,0.0468693715258913,3.03315779620625,0.00542943083147914,"z_pct_black_rac",0.0502982314562976,0.234026167837791,"GA_dist_earn_pct_adu_res",644
-0.200863455226456,0.0720249942647172,-2.788802099563,0.00976442786107982,"z_pct_lowincome_rac",-0.342032443985302,-0.0596944664676105,"GA_dist_earn_pct_adu_res",644
0.282981838065338,0.0763809542304103,3.70487434880293,0.001004480536355,"z_log_worker_density_rac",0.133275167773734,0.432688508356942,"GA_dist_earn_pct_adu_res",644
-0.346202834903619,0.181719708231576,-1.90514742882171,0.0678776930474812,"z_income_percapita_k",-0.702373463037508,0.00996779323027097,"GA_dist_earn_pct_adu_res",644
0.341846314767417,0.171614229206702,1.99194621767452,0.0569769763070569,"z_income_percapita_k_sq",0.00548242552228184,0.678210204012553,"GA_dist_earn_pct_adu_res",644
-0.0441905253725304,0.0297128114229126,-1.48725493335354,0.148975567866629,"z_pct_adu_res",-0.102427635761439,0.0140465850163784,"GA_nodens_dist_earn_pct_adu_res",644
0.143555602966492,0.0538788995831478,2.66441230383617,0.0130704850602006,"z_pct_black_rac",0.0379529597835227,0.249158246149462,"GA_nodens_dist_earn_pct_adu_res",644
-0.305826133954637,0.0686087479395542,-4.45753847926327,0.000140705316260376,"z_pct_lowincome_rac",-0.440299279916164,-0.171352987993111,"GA_nodens_dist_earn_pct_adu_res",644
-0.511472689131012,0.233886275817511,-2.18684353044335,0.037944575113228,"z_income_percapita_k",-0.969889789733333,-0.0530555885286905,"GA_nodens_dist_earn_pct_adu_res",644
