"name","value"
"dist_cbd_km_min",0.180737479955668
"dist_cbd_km_med",15.4126081692839
"dist_cbd_km_max",80.8711826720538
"dist_empctr_km_min",0
"dist_empctr_km_med",6.6385442053093
"dist_empctr_km_max",53.8186928054673
"log_jobs_grav_min",7.44738022332746
"log_jobs_grav_med",12.6442708610835
"log_jobs_grav_max",13.1661494118677
"jobs_10km_min",101
"jobs_10km_med",200844
"jobs_10km_max",615418
