"measure","q25","med","q75"
"pct_res_low",19.215589436293,56.8382367748832,77.9839871696982
"pct_reslow_of_res",34.8941860084663,73.728645264038,92.7813560522515
"pct_adu_res",14.5518295225345,89.4060513618762,100
"pct_grouphome_res",0,0,0
"zoning_entropy",0.279191425616596,0.443189836277144,0.574398979521699
"pct_job_zone",4.06893390231221,13.4464967648069,35.240716749681
