"tract_id","poly_km2","union_km2","zoned_km2","excess_crossgroup"
"08005006863",6.78932172311287,6.6015364423184,8.06764561467092,1.22208605302157
"08005086300",4.9442207865462,4.93798020045461,5.69259079539653,1.15281766315556
"08059011724",9.28696655284424,9.2571384641486,10.5402468608236,1.13860745430613
"08005005626",2.01368517588946,1.66312662844631,1.84310405580894,1.10821631034239
