"year","group","workers","mean_dist","pct_gt24km","eff_n_dest","wexp","dest_earn_entropy"
2016,"ind_tradetrans",230968,17.1223107273832,23.0741920958748,57.2201484534747,0.0327954251206634,0.894763558726871
2017,"age_30_54",725537,15.7812243331998,19.2314106654795,73.709282517561,0.0290971859721357,0.833855269475472
2017,"age_55p",279961,15.6645248130101,19.2301784891467,59.8332300209061,0.0315638551692619,0.841775536933218
2017,"age_u30",289643,14.7163177635978,17.006107518566,75.5011823292965,0.0289064020734126,0.864692251932188
2017,"all",1295141,15.5178444788742,18.733481528266,82.9932403043226,0.0295874791515895,0.842463662003737
2017,"earn_high",699901,16.3951281730706,20.6550640733475,62.6562457385045,0.0273653779511829,0.808533725666176
2017,"earn_low",201956,14.2512771764434,16.6224326090832,62.6807141450212,0.033022748732683,0.898433477438395
2017,"earn_mid",393284,14.6069992150901,16.3978193875164,78.8708923554821,0.0317767374217389,0.874105316194276
2017,"ind_goods",172109,16.6376486489188,21.6351265767624,35.291722618892,0.038890543399669,0.814682891943803
2017,"ind_services",891933,14.8179154576678,16.8786220489656,64.8502942216055,0.0270976575369234,0.837076208229408
2017,"ind_tradetrans",231099,17.3852753884387,23.731387846767,56.668151090884,0.0322725271092338,0.883946179719276
2018,"age_30_54",742846,15.7598254190466,19.1921340358567,74.3120113382763,0.0278169709611536,0.814941024582921
2018,"age_55p",290367,15.7120484122215,19.3964878929079,61.2134268617052,0.0306715984615731,0.825290428814035
2018,"age_u30",301209,14.7018891452899,16.9579926230624,75.2791870693236,0.0274745494017404,0.848384032875663
2018,"all",1334422,15.5106292927666,18.732305072908,83.5644637664584,0.0283604404425061,0.824741867602014
2018,"earn_high",752104,16.2961462681857,20.4673821705509,64.5704788784727,0.0262837228861371,0.789355837700906
2018,"earn_low",197612,14.320387678123,16.7580916138696,61.6815624037229,0.0321460385824893,0.887224325379181
2018,"earn_mid",384706,14.5863275316096,16.3543069252884,78.246905777376,0.0304783762523181,0.861826527540984
2018,"ind_goods",180183,16.7704112575964,21.9360317011039,35.6413863381642,0.0390893339657709,0.798140999516637
2018,"ind_services",919777,14.7733380018992,16.7992893929724,65.2507231812184,0.0257841089799856,0.818375542354719
2018,"ind_tradetrans",234462,17.4348314145227,23.8533323097133,56.5199441173501,0.0302201859321548,0.870159136716878
2019,"age_30_54",747522,15.6761428760966,18.9003133018159,73.7610812983204,0.0259894869359393,0.800538670007013
2019,"age_55p",292851,15.6413487079367,19.2056711433459,62.3457048396464,0.0284576637709298,0.811509257534356
2019,"age_u30",307899,14.6475778298516,16.8256473713783,74.7980477995897,0.0264395277319984,0.835749926138523
2019,"all",1348272,15.4336965031736,18.4928560409176,83.2821670000109,0.0266278584639646,0.810962574144758
2019,"earn_high",783850,16.1473907587281,19.9836703450915,64.6686233384248,0.0245705843647544,0.774500577793901
2019,"earn_low",193746,14.3596491687093,16.7972500077421,61.6749068574113,0.0304006854519919,0.877139657485845
2019,"earn_mid",370676,14.485869108486,16.2265698345725,77.9449249412788,0.0290126347002503,0.853477305744906
2019,"ind_goods",184070,16.9175487480116,22.4501548324007,36.0755662378752,0.0355462188925605,0.779942656740053
2019,"ind_services",928880,14.7255265299189,16.6632934286453,64.2415196651018,0.0242077617770408,0.804368750970777
2019,"ind_tradetrans",235322,17.0683598242806,22.6192196224747,61.4342645200872,0.0292111073092433,0.861254117929579
2020,"age_30_54",724274,15.9001865453928,19.645741804897,72.0704714897958,0.0270293769340997,0.793989663041363
2020,"age_55p",281881,15.8070845009011,19.8119064427897,60.3580207828161,0.0297261132426833,0.806666733775652
2020,"age_u30",286361,14.9895964539797,17.7255282667682,71.5021003398365,0.0273697905908633,0.831649490187585
2020,"all",1292516,15.6781380859768,19.2565507893132,81.563746136932,0.0276927431010893,0.805098021573925
2020,"earn_high",768135,16.298675551804,20.5243869892662,63.3273092359537,0.0255435533484051,0.766001674116355
2020,"earn_low",214404,14.7276197849338,17.8760657450421,59.6280536881854,0.0303722638404846,0.873330084890823
2020,"earn_mid",309977,14.7978740002662,17.0696535549412,72.5309336483595,0.0311666301649465,0.854785725987231
2020,"ind_goods",182085,17.0350154992954,22.8376856962408,34.0629849131384,0.0371958485612807,0.781431386875446
2020,"ind_services",878889,14.9631564010861,17.4057247274684,62.8942095148715,0.0249484109168507,0.794173375153643
2020,"ind_tradetrans",231542,17.3250207865141,23.4657211218699,59.0493773664702,0.0306375925076457,0.86517736245699
2021,"age_30_54",714512,16.1538304292815,20.268658888864,75.6983761285703,0.0278251746725405,0.738239417258884
2021,"age_55p",274339,16.1138772022242,20.5960508713672,61.7699094034692,0.0304137509412767,0.75276728505637
2021,"age_u30",281348,15.5287471288473,19.170564567724,74.6003508209353,0.0285791811535754,0.783560625176065
2021,"all",1270199,16.0067458663364,20.0961424154798,86.1608903902926,0.028551089000201,0.751415771459113
2021,"earn_high",814408,16.5074388592445,21.1009715032269,69.922077387015,0.02648646975963,0.713962091441891
2021,"earn_low",146218,15.2275217256249,19.1392304641015,56.1393766861065,0.0335293105934459,0.834531126081997
2021,"earn_mid",309573,15.0575940231146,17.9046622282951,73.6624626745927,0.031630161869449,0.810689725302692
2021,"ind_goods",176132,17.1931515194473,23.2796993164218,34.0269864664615,0.0377271005116206,0.719950267360659
2021,"ind_services",857858,15.3144797970154,18.27924901324,68.0173630193508,0.0257046203499103,0.740045166934981
2021,"ind_tradetrans",236209,17.6362434096217,24.3208345151963,59.0236549401612,0.0320469542918961,0.816173872224679
2022,"age_30_54",754432,16.3074927680467,20.9377385900916,75.9836331167625,0.0268058261589111,0.700892669728302
2022,"age_55p",293922,16.2171101441356,21.2039248508108,61.7664663500494,0.0295454167106616,0.717330126439157
2022,"age_u30",304651,15.4450351322626,19.1977049148042,74.1558180010641,0.0270869828881249,0.745576163830047
2022,"all",1353005,16.0936620558288,20.6037671701139,85.5861062110305,0.0274642669234958,0.714524697187889
2022,"earn_high",923770,16.6216966191445,21.6682724054689,73.1585517613634,0.0258348457210637,0.681078806243718
2022,"earn_low",151480,14.9904164996102,18.7674940586216,54.3454174309861,0.0317428452415488,0.802555040763968
2022,"earn_mid",277755,14.939181122279,18.064841316988,68.4249057495554,0.0305512059748355,0.777751188997549
2022,"ind_goods",179593,17.1926484318626,23.5727450401742,35.9721110713082,0.0378624429904693,0.684398865288694
2022,"ind_services",931362,15.3924355231397,18.7102329706387,68.6837082650574,0.0246928368063721,0.704258994936527
2022,"ind_tradetrans",242050,17.9764362169828,25.6868415616608,52.9648336679314,0.0304165321944809,0.776377510691315
2023,"age_30_54",765614,16.3650916222011,21.2301499188886,77.0559079790336,0.0255229216084047,0.670212265147072
2023,"age_55p",299359,16.3329156113078,21.3907048059353,62.8223791635899,0.0279072497964057,0.688385317951374
2023,"age_u30",318196,15.4389161794474,19.3022539566808,73.6532754103877,0.0257436163375888,0.715776179074323
2023,"all",1383169,16.1450624720195,20.8213891433368,86.3070245323006,0.0260897801414316,0.684627367040216
2023,"earn_high",974717,16.6778357929558,21.8988691076487,75.9359456768386,0.0247652589089067,0.651633422241711
2023,"earn_low",145764,14.7847590387453,18.4956505035537,51.6209431460643,0.0294719746247487,0.776780394486642
2023,"earn_mid",262688,14.9230045804704,18.113884151541,65.2711417149563,0.0291292412797452,0.75591789039669
2023,"ind_goods",178937,17.2837489992244,23.78602524911,35.7996391067109,0.0345894438636336,0.653454102366864
2023,"ind_services",947598,15.4327478309909,18.976717975344,70.6302494165669,0.0236303798369179,0.673859750186235
2023,"ind_tradetrans",256634,17.981275826801,25.5655914648877,52.9540780460127,0.0292445613956514,0.746121255833027
